Rank,Marks,max marks,no of candidates,normalized marks,rank ratio,log rank ratio
701,231,360,115971,0.6416666667,0.006044614602,-2.218631384
801,227,360,115971,0.6305555556,0.006906899139,-2.160716886
901,223,360,115971,0.6194444444,0.007769183675,-2.109624611
1001,221,360,115971,0.6138888889,0.008631468212,-2.063915325
1101,219,360,115971,0.6083333333,0.009493752749,-2.022562083
1201,216,360,115971,0.6,0.01035603729,-1.984806395
1301,213,360,115971,0.5916666667,0.01121832182,-1.950072105
1401,211,360,115971,0.5861111111,0.01208060636,-1.917911267
1501,209,360,115971,0.5805555556,0.0129428909,-1.88796871
1601,207,360,115971,0.575,0.01380517543,-1.85995807
1701,205,360,115971,0.5694444444,0.01466745997,-1.833645088
1801,204,360,115971,0.5666666667,0.01552974451,-1.808835689
1901,202,360,115971,0.5611111111,0.01639202904,-1.785367285
2001,200,360,115971,0.5555555556,0.01725431358,-1.763102313
2101,198,360,115971,0.55,0.01811659812,-1.74192335
2201,197,360,115971,0.5472222222,0.01897888265,-1.721729359
2301,195,360,115971,0.5416666667,0.01984116719,-1.702432783
2401,194,360,115971,0.5388888889,0.02070345173,-1.683957242
2501,192,360,115971,0.5333333333,0.02156573626,-1.66623571
2701,190,360,115971,0.5277777778,0.02329030533,-1.632824818
2801,189,360,115971,0.525,0.02415258987,-1.617036293
2901,188,360,115971,0.5222222222,0.02501487441,-1.601801673
3001,187,360,115971,0.5194444444,0.02587715894,-1.587083407
3101,186,360,115971,0.5166666667,0.02673944348,-1.572847636
3201,185,360,115971,0.5138888889,0.02760172802,-1.559063728
3301,184,360,115971,0.5111111111,0.02846401255,-1.545703878
3401,183,360,115971,0.5083333333,0.02932629709,-1.53274277
3501,182,360,115971,0.5055555556,0.03018858163,-1.520157291
3601,181,360,115971,0.5027777778,0.03105086616,-1.507926281
3701,180,360,115971,0.5,0.0319131507,-1.496030317
3901,178,360,115971,0.4944444444,0.03363771977,-1.473173452
4001,177,360,115971,0.4916666667,0.03450000431,-1.462180851
4101,177,360,115971,0.4916666667,0.03536228885,-1.451459633
4201,176,360,115971,0.4888888889,0.03622457338,-1.44099672
4301,175,360,115971,0.4861111111,0.03708685792,-1.430779959
4401,174,360,115971,0.4833333333,0.03794914246,-1.420798033
4501,173,360,115971,0.4805555556,0.03881142699,-1.411040389
4601,173,360,115971,0.4805555556,0.03967371153,-1.401497169
4701,172,360,115971,0.4777777778,0.04053599607,-1.392159151
4801,171,360,115971,0.475,0.0413982806,-1.383017696
4901,170,360,115971,0.4722222222,0.04226056514,-1.3740647
5001,170,360,115971,0.4722222222,0.04312284968,-1.365292547
5101,169,360,115971,0.4694444444,0.04398513421,-1.356694079
5401,167,360,115971,0.4638888889,0.04657198782,-1.331875225
5501,167,360,115971,0.4638888889,0.04743427236,-1.323907757
5601,166,360,115971,0.4611111111,0.0482965569,-1.316083829
5701,165,360,115971,0.4583333333,0.04915884143,-1.308398361
5801,165,360,115971,0.4583333333,0.05002112597,-1.300846537
5901,164,360,115971,0.4555555556,0.05088341051,-1.293423787
6001,164,360,115971,0.4555555556,0.05174569504,-1.286125775
6101,163,360,115971,0.4527777778,0.05260797958,-1.278948377
6201,162,360,115971,0.45,0.05347026412,-1.271887671
6301,162,360,115971,0.45,0.05433254865,-1.264939922
6401,161,360,115971,0.4472222222,0.05519483319,-1.258101575
6501,161,360,115971,0.4472222222,0.05605711773,-1.251369236
6601,160,360,115971,0.4444444444,0.05691940226,-1.244739669
6701,160,360,115971,0.4444444444,0.0577816868,-1.238209784
6801,159,360,115971,0.4416666667,0.05864397134,-1.231776627
6901,158,360,115971,0.4388888889,0.05950625587,-1.225437375
7001,158,360,115971,0.4388888889,0.06036854041,-1.219189324
7101,157,360,115971,0.4361111111,0.06123082495,-1.213029889
7201,157,360,115971,0.4361111111,0.06209310948,-1.206956591
7301,156,360,115971,0.4333333333,0.06295539402,-1.200967054
7401,156,360,115971,0.4333333333,0.06381767856,-1.195058998
7501,155,360,115971,0.4305555556,0.06467996309,-1.189230237
7601,155,360,115971,0.4305555556,0.06554224763,-1.18347867
7701,154,360,115971,0.4277777778,0.06640453217,-1.177802279
7801,154,360,115971,0.4277777778,0.0672668167,-1.172199124
7901,153,360,115971,0.425,0.06812910124,-1.16666734
8001,153,360,115971,0.425,0.06899138578,-1.161205132
8101,152,360,115971,0.4222222222,0.06985367031,-1.15581077
8201,152,360,115971,0.4222222222,0.07071595485,-1.15048259
8501,151,360,115971,0.4194444444,0.07330280846,-1.134879386
8601,150,360,115971,0.4166666667,0.074165093,-1.129800454
8701,150,360,115971,0.4166666667,0.07502737753,-1.124780233
8801,149,360,115971,0.4138888889,0.07588966207,-1.119817381
8901,149,360,115971,0.4138888889,0.07675194661,-1.114910601
9001,148,360,115971,0.4111111111,0.07761423114,-1.11005864
9101,148,360,115971,0.4111111111,0.07847651568,-1.105260288
9201,147,360,115971,0.4083333333,0.07933880022,-1.100514371
9301,147,360,115971,0.4083333333,0.08020108475,-1.095819758
9401,146,360,115971,0.4055555556,0.08106336929,-1.091175349
9601,146,360,115971,0.4055555556,0.08278793836,-1.082032932
9701,145,360,115971,0.4027777778,0.0836502229,-1.077532897
9901,144,360,115971,0.4,0.08537479197,-1.068670342
10001,144,360,115971,0.4,0.08623707651,-1.064305975
10101,144,360,115971,0.4,0.08709936105,-1.059985031
10201,143,360,115971,0.3972222222,0.08796164558,-1.055706654
10301,143,360,115971,0.3972222222,0.08882393012,-1.051470015
10501,142,360,115971,0.3944444444,0.09054849919,-1.043118744
10701,142,360,115971,0.3944444444,0.09227306827,-1.034925038
10901,141,360,115971,0.3916666667,0.09399763734,-1.026883062
11001,140,360,115971,0.3888888889,0.09485992188,-1.022917237
11201,140,360,115971,0.3888888889,0.09658449095,-1.015092605
11301,139,360,115971,0.3861111111,0.09744677549,-1.011232527
11501,139,360,115971,0.3861111111,0.09917134456,-1.003613799
11601,138,360,115971,0.3833333333,0.1000336291,-0.9998539752
11701,138,360,115971,0.3833333333,0.1008959136,-0.9961264227
11801,138,360,115971,0.3833333333,0.1017581982,-0.9924305917
12001,137,360,115971,0.3805555556,0.1034827672,-0.9851319663
12101,137,360,115971,0.3805555556,0.1043450518,-0.9815281411
12201,136,360,115971,0.3777777778,0.1052073363,-0.9779539749
12301,136,360,115971,0.3777777778,0.1060696209,-0.9744089835
12401,136,360,115971,0.3777777778,0.1069319054,-0.9708926945
12501,135,360,115971,0.375,0.1077941899,-0.9674046469
12601,135,360,115971,0.375,0.1086564745,-0.9639443905
12701,135,360,115971,0.375,0.109518759,-0.960511486
12801,134,360,115971,0.3722222222,0.1103810435,-0.9571055045
12901,134,360,115971,0.3722222222,0.1112433281,-0.9537260268
13001,134,360,115971,0.3722222222,0.1121056126,-0.9503726437
13301,133,360,115971,0.3694444444,0.1146924662,-0.9404651086
13401,133,360,115971,0.3694444444,0.1155547508,-0.9372121948
13501,132,360,115971,0.3666666667,0.1164170353,-0.9339834648
13701,132,360,115971,0.3666666667,0.1181416044,-0.9275971357
13801,132,360,115971,0.3666666667,0.1190038889,-0.9244388462
13901,131,360,115971,0.3638888889,0.1198661734,-0.9213033587
14001,131,360,115971,0.3638888889,0.120728458,-0.9181903464
14201,130,360,115971,0.3611111111,0.122453027,-0.9120304746
14301,130,360,115971,0.3611111111,0.1233153116,-0.9089829954
14401,130,360,115971,0.3611111111,0.1241775961,-0.9059567516
14501,130,360,115971,0.3611111111,0.1250398807,-0.9029514495
14601,129,360,115971,0.3583333333,0.1259021652,-0.8999668011
14701,129,360,115971,0.3583333333,0.1267644497,-0.8970025244
14801,129,360,115971,0.3583333333,0.1276267343,-0.8940583434
14901,128,360,115971,0.3555555556,0.1284890188,-0.8911339873
15101,128,360,115971,0.3555555556,0.1302135879,-0.8853436945
15201,128,360,115971,0.3555555556,0.1310758724,-0.882477243
15301,127,360,115971,0.3527777778,0.131938157,-0.8796295869
15401,127,360,115971,0.3527777778,0.1328004415,-0.8768004812
15501,127,360,115971,0.3527777778,0.133662726,-0.8739896858
15601,126,360,115971,0.35,0.1345250106,-0.8711969652
15801,126,360,115971,0.35,0.1362495796,-0.865664829
15947,126,360,115971,0.35,0.1375085151,-0.8616704078
1,334,360,119580,0.9277777778,0.000008362602442,-5.077658549
101,278,360,119580,0.7722222222,0.0008446228466,-3.073337175
201,267,360,119580,0.7416666667,0.001680883091,-2.774462492
301,259,360,119580,0.7194444444,0.002517143335,-2.599092053
401,252,360,119580,0.7,0.003353403579,-2.474514176
501,246,360,119580,0.6833333333,0.004189663823,-2.377820823
601,241,360,119580,0.6694444444,0.005025924068,-2.298784077
701,237,360,119580,0.6583333333,0.005862184312,-2.231940531
801,234,360,119580,0.65,0.006698444556,-2.174026033
901,230,360,119580,0.6388888889,0.0075347048,-2.122933758
1001,227,360,119580,0.6305555556,0.008370965044,-2.077224472
1101,225,360,119580,0.625,0.009207225289,-2.03587123
1201,222,360,119580,0.6166666667,0.01004348553,-1.998115542
1301,220,360,119580,0.6111111111,0.01087974578,-1.963381253
1401,218,360,119580,0.6055555556,0.01171600602,-1.931220414
1501,216,360,119580,0.6,0.01255226627,-1.901277857
1601,213,360,119580,0.5916666667,0.01338852651,-1.873267217
1701,211,360,119580,0.5861111111,0.01422478675,-1.846954235
1801,209,360,119580,0.5805555556,0.015061047,-1.822144836
1901,207,360,119580,0.575,0.01589730724,-1.798676432
2001,206,360,119580,0.5722222222,0.01673356749,-1.77641146
2101,204,360,119580,0.5666666667,0.01756982773,-1.755232497
2201,203,360,119580,0.5638888889,0.01840608797,-1.735038507
2301,201,360,119580,0.5583333333,0.01924234822,-1.71574193
2401,200,360,119580,0.5555555556,0.02007860846,-1.697266389
2501,199,360,119580,0.5527777778,0.02091486871,-1.679544857
2601,197,360,119580,0.5472222222,0.02175112895,-1.662518197
2701,196,360,119580,0.5444444444,0.0225873892,-1.646133965
2801,195,360,119580,0.5416666667,0.02342364944,-1.63034544
2901,194,360,119580,0.5388888889,0.02425990968,-1.61511082
3000,193,360,119580,0.5361111111,0.02508780733,-1.600537294
3101,192,360,119580,0.5333333333,0.02593243017,-1.586156783
3201,191,360,119580,0.5305555556,0.02676869042,-1.572372875
3301,190,360,119580,0.5277777778,0.02760495066,-1.559013025
3401,189,360,119580,0.525,0.0284412109,-1.546051917
3501,188,360,119580,0.5222222222,0.02927747115,-1.533466438
3601,187,360,119580,0.5194444444,0.03011373139,-1.521235428
3701,187,360,119580,0.5194444444,0.03094999164,-1.509339464
3801,186,360,119580,0.5166666667,0.03178625188,-1.497760679
3901,185,360,119580,0.5138888889,0.03262251213,-1.486482599
4001,184,360,119580,0.5111111111,0.03345877237,-1.475489998
4101,183,360,119580,0.5083333333,0.03429503261,-1.46476878
4201,182,360,119580,0.5055555556,0.03513129286,-1.454305868
4301,181,360,119580,0.5027777778,0.0359675531,-1.444089107
4401,181,360,119580,0.5027777778,0.03680381335,-1.434107181
4501,180,360,119580,0.5,0.03764007359,-1.424349536
4601,179,360,119580,0.4972222222,0.03847633384,-1.414806316
4701,178,360,119580,0.4944444444,0.03931259408,-1.405468298
4800,178,360,119580,0.4944444444,0.04014049172,-1.396417312
4901,177,360,119580,0.4916666667,0.04098511457,-1.387373847
5001,176,360,119580,0.4888888889,0.04182137481,-1.378601695
5101,176,360,119580,0.4888888889,0.04265763506,-1.370003226
5201,175,360,119580,0.4861111111,0.0434938953,-1.361571695
5301,174,360,119580,0.4833333333,0.04433015554,-1.353300745
5401,174,360,119580,0.4833333333,0.04516641579,-1.345184372
5501,173,360,119580,0.4805555556,0.04600267603,-1.337216904
5601,172,360,119580,0.4777777778,0.04683893628,-1.329392976
5701,172,360,119580,0.4777777778,0.04767519652,-1.321707508
5801,171,360,119580,0.475,0.04851145677,-1.314155684
5901,170,360,119580,0.4722222222,0.04934771701,-1.306732934
6001,170,360,119580,0.4722222222,0.05018397725,-1.299434922
6101,169,360,119580,0.4694444444,0.0510202375,-1.292257524
6201,169,360,119580,0.4694444444,0.05185649774,-1.285196818
6301,168,360,119580,0.4666666667,0.05269275799,-1.278249069
6401,168,360,119580,0.4666666667,0.05352901823,-1.271410722
6501,167,360,119580,0.4638888889,0.05436527847,-1.264678383
6601,167,360,119580,0.4638888889,0.05520153872,-1.258048816
6701,166,360,119580,0.4611111111,0.05603779896,-1.251518931
6801,165,360,119580,0.4583333333,0.05687405921,-1.245085774
6901,165,360,119580,0.4583333333,0.05771031945,-1.238746522
7001,164,360,119580,0.4555555556,0.0585465797,-1.232498471
7101,164,360,119580,0.4555555556,0.05938283994,-1.226339036
7201,163,360,119580,0.4527777778,0.06021910018,-1.220265738
7301,163,360,119580,0.4527777778,0.06105536043,-1.214276201
7401,162,360,119580,0.45,0.06189162067,-1.208368145
7501,162,360,119580,0.45,0.06272788092,-1.202539384
7601,161,360,119580,0.4472222222,0.06356414116,-1.196787817
7701,161,360,119580,0.4472222222,0.0644004014,-1.191111426
7801,161,360,119580,0.4472222222,0.06523666165,-1.185508271
7901,160,360,119580,0.4444444444,0.06607292189,-1.179976487
8001,160,360,119580,0.4444444444,0.06690918214,-1.174514279
8101,159,360,119580,0.4416666667,0.06774544238,-1.169119917
8201,159,360,119580,0.4416666667,0.06858170263,-1.163791737
8301,158,360,119580,0.4388888889,0.06941796287,-1.158528135
8401,158,360,119580,0.4388888889,0.07025422311,-1.153327564
8501,157,360,119580,0.4361111111,0.07109048336,-1.148188533
8601,157,360,119580,0.4361111111,0.0719267436,-1.143109601
8701,156,360,119580,0.4333333333,0.07276300385,-1.13808938
8801,156,360,119580,0.4333333333,0.07359926409,-1.133126528
8901,156,360,119580,0.4333333333,0.07443552434,-1.128219748
9001,155,360,119580,0.4305555556,0.07527178458,-1.123367787
9101,155,360,119580,0.4305555556,0.07610804482,-1.118569435
9201,154,360,119580,0.4277777778,0.07694430507,-1.113823518
9301,154,360,119580,0.4277777778,0.07778056531,-1.109128905
9401,154,360,119580,0.4277777778,0.07861682556,-1.104484496
9501,153,360,119580,0.425,0.0794530858,-1.099889231
9601,153,360,119580,0.425,0.08028934604,-1.095342079
9701,152,360,119580,0.4222222222,0.08112560629,-1.090842044
9801,152,360,119580,0.4222222222,0.08196186653,-1.08638816
9901,152,360,119580,0.4222222222,0.08279812678,-1.081979489
10001,151,360,119580,0.4194444444,0.08363438702,-1.077615122
10101,151,360,119580,0.4194444444,0.08447064727,-1.073294178
10201,151,360,119580,0.4194444444,0.08530690751,-1.069015802
10301,150,360,119580,0.4166666667,0.08614316775,-1.064779162
10401,150,360,119580,0.4166666667,0.086979428,-1.060583453
10501,150,360,119580,0.4166666667,0.08781568824,-1.056427891
10601,149,360,119580,0.4138888889,0.08865194849,-1.052311715
10701,149,360,119580,0.4138888889,0.08948820873,-1.048234185
10801,148,360,119580,0.4111111111,0.09032446897,-1.044194583
10900,148,360,119580,0.4111111111,0.09115236662,-1.040232051
11001,148,360,119580,0.4111111111,0.09199698946,-1.036226384
11101,147,360,119580,0.4083333333,0.09283324971,-1.032296446
11201,147,360,119580,0.4083333333,0.09366950995,-1.028401752
11301,147,360,119580,0.4083333333,0.0945057702,-1.024541674
11401,146,360,119580,0.4055555556,0.09534203044,-1.020715603
11501,146,360,119580,0.4055555556,0.09617829068,-1.016922946
11601,146,360,119580,0.4055555556,0.09701455093,-1.013163122
11701,145,360,119580,0.4027777778,0.09785081117,-1.00943557
11801,145,360,119580,0.4027777778,0.09868707142,-1.005739739
11901,145,360,119580,0.4027777778,0.09952333166,-1.002075094
12001,144,360,119580,0.4,0.1003595919,-0.9984411133
12101,144,360,119580,0.4,0.1011958521,-0.9948372881
12201,144,360,119580,0.4,0.1020321124,-0.991263122
12301,143,360,119580,0.3972222222,0.1028683726,-0.9877181306
12401,143,360,119580,0.3972222222,0.1037046329,-0.9842018416
12501,143,360,119580,0.3972222222,0.1045408931,-0.9807137939
12601,142,360,119580,0.3944444444,0.1053771534,-0.9772535375
12701,142,360,119580,0.3944444444,0.1062134136,-0.9738206331
12801,142,360,119580,0.3944444444,0.1070496739,-0.9704146515
12901,142,360,119580,0.3944444444,0.1078859341,-0.9670351739
13001,141,360,119580,0.3916666667,0.1087221943,-0.9636817908
13101,141,360,119580,0.3916666667,0.1095584546,-0.9603541024
13200,141,360,119580,0.3916666667,0.1103863522,-0.9570846179
13301,140,360,119580,0.3888888889,0.1112309751,-0.9537742556
13401,140,360,119580,0.3888888889,0.1120672353,-0.9505213419
13501,140,360,119580,0.3888888889,0.1129034956,-0.9472926118
13601,140,360,119580,0.3888888889,0.1137397558,-0.9440877085
13701,139,360,119580,0.3861111111,0.1145760161,-0.9409062828
13801,139,360,119580,0.3861111111,0.1154122763,-0.9377479932
13901,139,360,119580,0.3861111111,0.1162485365,-0.9346125057
14001,138,360,119580,0.3833333333,0.1170847968,-0.9314994935
14100,138,360,119580,0.3833333333,0.1179126944,-0.9284394364
14201,138,360,119580,0.3833333333,0.1187573173,-0.9253396217
14301,138,360,119580,0.3833333333,0.1195935775,-0.9222921424
14401,137,360,119580,0.3805555556,0.1204298378,-0.9192658987
14501,137,360,119580,0.3805555556,0.121266098,-0.9162605965
14601,137,360,119580,0.3805555556,0.1221023583,-0.9132759481
14701,137,360,119580,0.3805555556,0.1229386185,-0.9103116715
14801,136,360,119580,0.3777777778,0.1237748787,-0.9073674905
14901,136,360,119580,0.3777777778,0.124611139,-0.9044431344
15001,136,360,119580,0.3777777778,0.1254473992,-0.901538338
15100,136,360,119580,0.3777777778,0.1262752969,-0.8986816018
15201,135,360,119580,0.375,0.1271199197,-0.8957863901
15301,135,360,119580,0.375,0.12795618,-0.8929387339
15400,135,360,119580,0.375,0.1287840776,-0.8901378282
15501,135,360,119580,0.375,0.1296287005,-0.8872988328
15601,134,360,119580,0.3722222222,0.1304649607,-0.8845061122
15701,134,360,119580,0.3722222222,0.1313012209,-0.8817312355
15801,134,360,119580,0.3722222222,0.1321374812,-0.878973976
15901,134,360,119580,0.3722222222,0.1329737414,-0.8762341115
16001,133,360,119580,0.3694444444,0.1338100017,-0.8735114239
16101,133,360,119580,0.3694444444,0.1346462619,-0.8708056991
16201,133,360,119580,0.3694444444,0.1354825222,-0.8681167271
16301,133,360,119580,0.3694444444,0.1363187824,-0.8654443017
16401,132,360,119580,0.3666666667,0.1371550426,-0.8627882205
16501,132,360,119580,0.3666666667,0.1379913029,-0.8601482848
16601,132,360,119580,0.3666666667,0.1388275631,-0.8575242995
16700,132,360,119580,0.3666666667,0.1396554608,-0.8549420779
16801,131,360,119580,0.3638888889,0.1405000836,-0.8523234173
16901,131,360,119580,0.3638888889,0.1413363439,-0.8497461473
17001,131,360,119580,0.3638888889,0.1421726041,-0.8471840817
17101,131,360,119580,0.3638888889,0.1430088644,-0.8446370421
17201,131,360,119580,0.3638888889,0.1438451246,-0.8421048532
17301,130,360,119580,0.3611111111,0.1446813848,-0.839587343
17401,130,360,119580,0.3611111111,0.1455176451,-0.8370843421
17500,130,360,119580,0.3611111111,0.1463455427,-0.8346205004
17601,130,360,119580,0.3611111111,0.1471901656,-0.8321212061
17700,129,360,119580,0.3583333333,0.1480180632,-0.8296852827
17801,129,360,119580,0.3583333333,0.1488626861,-0.8272141489
17901,129,360,119580,0.3583333333,0.1496989463,-0.8247812565
18001,129,360,119580,0.3583333333,0.1505352066,-0.8223619172
18101,128,360,119580,0.3555555556,0.1513714668,-0.8199559807
18201,128,360,119580,0.3555555556,0.152207727,-0.8175632994
18301,128,360,119580,0.3555555556,0.1530439873,-0.8151837281
18401,128,360,119580,0.3555555556,0.1538802475,-0.8128171238
18501,128,360,119580,0.3555555556,0.1547165078,-0.8104633459
18601,127,360,119580,0.3527777778,0.155552768,-0.8081222563
18701,127,360,119580,0.3527777778,0.1563890283,-0.8057937189
18800,127,360,119580,0.3527777778,0.1572169259,-0.8035006998
18900,127,360,119580,0.3527777778,0.1580531862,-0.8011967449
19001,126,360,119580,0.35,0.158897809,-0.7988820911
19100,126,360,119580,0.35,0.1597257066,-0.7966251818
19201,126,360,119580,0.35,0.1605703295,-0.7943347015
19301,126,360,119580,0.35,0.1614065897,-0.7920787384
19401,126,360,119580,0.35,0.16224285,-0.7898344334
1,346,372,161319,0.9301075269,0.000006198897836,-5.207685521
101,270,372,161319,0.7258064516,0.0006260886814,-3.203364147
201,253,372,161319,0.6801075269,0.001245978465,-2.904489464
301,243,372,161319,0.6532258065,0.001865868249,-2.729119026
401,234,372,161319,0.6290322581,0.002485758032,-2.604541149
501,227,372,161319,0.6102150538,0.003105647816,-2.507847795
601,222,372,161319,0.5967741935,0.003725537599,-2.428811049
701,217,372,161319,0.5833333333,0.004345427383,-2.361967503
801,213,372,161319,0.5725806452,0.004965317167,-2.304053005
901,209,372,161319,0.561827957,0.00558520695,-2.25296073
1001,206,372,161319,0.5537634409,0.006205096734,-2.207251444
1101,204,372,161319,0.5483870968,0.006824986517,-2.165898202
1201,201,372,161319,0.5403225806,0.007444876301,-2.128142514
1301,199,372,161319,0.5349462366,0.008064766085,-2.093408225
1401,197,372,161319,0.5295698925,0.008684655868,-2.061247386
1501,195,372,161319,0.5241935484,0.009304545652,-2.031304829
1601,193,372,161319,0.5188172043,0.009924435435,-2.003294189
1701,191,372,161319,0.5134408602,0.01054432522,-1.976981208
1801,190,372,161319,0.5107526882,0.011164215,-1.952171808
1901,188,372,161319,0.5053763441,0.01178410479,-1.928703404
2001,186,372,161319,0.5,0.01240399457,-1.906438433
2101,185,372,161319,0.497311828,0.01302388435,-1.885259469
2201,183,372,161319,0.4919354839,0.01364377414,-1.865065479
2301,182,372,161319,0.4892473118,0.01426366392,-1.845768903
2401,181,372,161319,0.4865591398,0.0148835537,-1.827293361
2501,180,372,161319,0.4838709677,0.01550344349,-1.809571829
2601,178,372,161319,0.4784946237,0.01612333327,-1.792545169
2701,177,372,161319,0.4758064516,0.01674322305,-1.776160937
2801,176,372,161319,0.4731182796,0.01736311284,-1.760372412
2901,175,372,161319,0.4704301075,0.01798300262,-1.745137792
3001,174,372,161319,0.4677419355,0.01860289241,-1.730419526
3101,173,372,161319,0.4650537634,0.01922278219,-1.716183755
3201,172,372,161319,0.4623655914,0.01984267197,-1.702399847
3301,171,372,161319,0.4596774194,0.02046256176,-1.689039997
3401,170,372,161319,0.4569892473,0.02108245154,-1.676078889
3501,169,372,161319,0.4543010753,0.02170234132,-1.66349341
3601,168,372,161319,0.4516129032,0.02232223111,-1.6512624
3701,167,372,161319,0.4489247312,0.02294212089,-1.639366436
3801,166,372,161319,0.4462365591,0.02356201067,-1.627787652
3901,165,372,161319,0.4435483871,0.02418190046,-1.616509571
4001,164,372,161319,0.4408602151,0.02480179024,-1.60551697
4101,163,372,161319,0.438172043,0.02542168003,-1.594795752
4201,162,372,161319,0.435483871,0.02604156981,-1.58433284
4301,162,372,161319,0.435483871,0.02666145959,-1.574116079
4401,161,372,161319,0.4327956989,0.02728134938,-1.564134153
4501,160,372,161319,0.4301075269,0.02790123916,-1.554376508
4601,159,372,161319,0.4274193548,0.02852112894,-1.544833288
4701,159,372,161319,0.4274193548,0.02914101873,-1.53549527
4801,158,372,161319,0.4247311828,0.02976090851,-1.526353815
4901,157,372,161319,0.4220430108,0.03038079829,-1.517400819
5001,157,372,161319,0.4220430108,0.03100068808,-1.508628667
5101,156,372,161319,0.4193548387,0.03162057786,-1.500030198
5201,155,372,161319,0.4166666667,0.03224046764,-1.491598667
5301,154,372,161319,0.4139784946,0.03286035743,-1.483327717
5401,154,372,161319,0.4139784946,0.03348024721,-1.475211344
5501,153,372,161319,0.4112903226,0.034100137,-1.467243876
5601,152,372,161319,0.4086021505,0.03472002678,-1.459419949
5701,152,372,161319,0.4086021505,0.03533991656,-1.45173448
5801,151,372,161319,0.4059139785,0.03595980635,-1.444182656
5901,150,372,161319,0.4032258065,0.03657969613,-1.436759907
6001,150,372,161319,0.4032258065,0.03719958591,-1.429461894
6101,149,372,161319,0.4005376344,0.0378194757,-1.422284496
6201,149,372,161319,0.4005376344,0.03843936548,-1.41522379
6301,148,372,161319,0.3978494624,0.03905925526,-1.408276042
6401,147,372,161319,0.3951612903,0.03967914505,-1.401437694
6501,147,372,161319,0.3951612903,0.04029903483,-1.394705355
6601,146,372,161319,0.3924731183,0.04091892462,-1.388075788
6701,146,372,161319,0.3924731183,0.0415388144,-1.381545903
6801,145,372,161319,0.3897849462,0.04215870418,-1.375112746
6901,145,372,161319,0.3897849462,0.04277859397,-1.368773494
7001,144,372,161319,0.3870967742,0.04339848375,-1.362525444
7101,144,372,161319,0.3870967742,0.04401837353,-1.356366009
7201,143,372,161319,0.3844086022,0.04463826332,-1.35029271
7301,143,372,161319,0.3844086022,0.0452581531,-1.344303173
7401,142,372,161319,0.3817204301,0.04587804288,-1.338395117
7501,142,372,161319,0.3817204301,0.04649793267,-1.332566356
7601,141,372,161319,0.3790322581,0.04711782245,-1.326814789
7701,141,372,161319,0.3790322581,0.04773771223,-1.321138398
7801,140,372,161319,0.376344086,0.04835760202,-1.315535243
7901,140,372,161319,0.376344086,0.0489774918,-1.310003459
8001,139,372,161319,0.373655914,0.04959738159,-1.304541251
8101,139,372,161319,0.373655914,0.05021727137,-1.299146889
8201,139,372,161319,0.373655914,0.05083716115,-1.293818709
8301,138,372,161319,0.3709677419,0.05145705094,-1.288555107
8401,138,372,161319,0.3709677419,0.05207694072,-1.283354536
8501,137,372,161319,0.3682795699,0.0526968305,-1.278215505
8601,137,372,161319,0.3682795699,0.05331672029,-1.273136574
8701,137,372,161319,0.3682795699,0.05393661007,-1.268116353
8801,136,372,161319,0.3655913978,0.05455649985,-1.2631535
8901,136,372,161319,0.3655913978,0.05517638964,-1.25824672
9001,135,372,161319,0.3629032258,0.05579627942,-1.253394759
9101,135,372,161319,0.3629032258,0.05641616921,-1.248596407
9201,134,372,161319,0.3602150538,0.05703605899,-1.24385049
9301,134,372,161319,0.3602150538,0.05765594877,-1.239155877
9401,133,372,161319,0.3575268817,0.05827583856,-1.234511469
9501,133,372,161319,0.3575268817,0.05889572834,-1.229916203
9601,133,372,161319,0.3575268817,0.05951561812,-1.225369052
9701,132,372,161319,0.3548387097,0.06013550791,-1.220869017
9801,132,372,161319,0.3548387097,0.06075539769,-1.216415132
9901,132,372,161319,0.3548387097,0.06137528747,-1.212006461
10001,131,372,161319,0.3521505376,0.06199517726,-1.207642094
10101,131,372,161319,0.3521505376,0.06261506704,-1.20332115
10201,131,372,161319,0.3521505376,0.06323495682,-1.199042774
10301,130,372,161319,0.3494623656,0.06385484661,-1.194806134
10401,130,372,161319,0.3494623656,0.06447473639,-1.190610425
10501,129,372,161319,0.3467741935,0.06509462618,-1.186454863
10601,129,372,161319,0.3467741935,0.06571451596,-1.182338687
10701,129,372,161319,0.3467741935,0.06633440574,-1.178261157
10801,128,372,161319,0.3440860215,0.06695429553,-1.174221555
10901,128,372,161319,0.3440860215,0.06757418531,-1.170219182
11001,128,372,161319,0.3440860215,0.06819407509,-1.166253357
11101,127,372,161319,0.3413978495,0.06881396488,-1.162323419
11201,127,372,161319,0.3413978495,0.06943385466,-1.158428724
11301,127,372,161319,0.3413978495,0.07005374444,-1.154568646
11401,126,372,161319,0.3387096774,0.07067363423,-1.150742576
11501,126,372,161319,0.3387096774,0.07129352401,-1.146949918
11601,126,372,161319,0.3387096774,0.0719134138,-1.143190094
11701,125,372,161319,0.3360215054,0.07253330358,-1.139462542
11801,125,372,161319,0.3360215054,0.07315319336,-1.135766711
11901,125,372,161319,0.3360215054,0.07377308315,-1.132102066
12001,124,372,161319,0.3333333333,0.07439297293,-1.128468085
12101,124,372,161319,0.3333333333,0.07501286271,-1.12486426
12201,123,372,161319,0.3306451613,0.0756327525,-1.121290094
12301,123,372,161319,0.3306451613,0.07625264228,-1.117745103
